Emulator Reset
Opcode: SEI 78 A: 0x0 X: 0x0 Y: 0x0 SP: 0xFD PC: 0xC004 P: 0x24 CYC: 7, PPU: cycle 21, scanline 0
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 585, PPU: cycle 50, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 588, PPU: cycle 59, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 592, PPU: cycle 71, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 595, PPU: cycle 80, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 599, PPU: cycle 92, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 602, PPU: cycle 101, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 606, PPU: cycle 113, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 609, PPU: cycle 122, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 613, PPU: cycle 134, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 616, PPU: cycle 143, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 620, PPU: cycle 155, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 623, PPU: cycle 164, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 627, PPU: cycle 176, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 630, PPU: cycle 185, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 634, PPU: cycle 197, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 637, PPU: cycle 206, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 641, PPU: cycle 218, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 644, PPU: cycle 227, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 648, PPU: cycle 239, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 651, PPU: cycle 248, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 655, PPU: cycle 260, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 658, PPU: cycle 269, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 662, PPU: cycle 281, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 665, PPU: cycle 290, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 669, PPU: cycle 302, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 672, PPU: cycle 311, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 676, PPU: cycle 323, scanline 5
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 679, PPU: cycle 332, scanline 5
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 683, PPU: cycle 3, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 686, PPU: cycle 12, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 690, PPU: cycle 24, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 693, PPU: cycle 33, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 697, PPU: cycle 45, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 700, PPU: cycle 54, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 704, PPU: cycle 66, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 707, PPU: cycle 75, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 711, PPU: cycle 87, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 714, PPU: cycle 96, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 718, PPU: cycle 108, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 721, PPU: cycle 117, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 725, PPU: cycle 129, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 728, PPU: cycle 138, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 732, PPU: cycle 150, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 735, PPU: cycle 159, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 739, PPU: cycle 171, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 742, PPU: cycle 180, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 746, PPU: cycle 192, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 749, PPU: cycle 201, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 753, PPU: cycle 213, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 756, PPU: cycle 222, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 760, PPU: cycle 234, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 763, PPU: cycle 243, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 767, PPU: cycle 255, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 770, PPU: cycle 264, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 774, PPU: cycle 276, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 777, PPU: cycle 285, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 781, PPU: cycle 297, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 784, PPU: cycle 306, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 788, PPU: cycle 318, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 791, PPU: cycle 327, scanline 6
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 795, PPU: cycle 339, scanline 6
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 798, PPU: cycle 7, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 802, PPU: cycle 19, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 805, PPU: cycle 28, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 809, PPU: cycle 40, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 812, PPU: cycle 49, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 816, PPU: cycle 61, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 819, PPU: cycle 70, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 823, PPU: cycle 82, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 826, PPU: cycle 91, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 830, PPU: cycle 103, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 833, PPU: cycle 112, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 837, PPU: cycle 124, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 840, PPU: cycle 133, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 844, PPU: cycle 145, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 847, PPU: cycle 154, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 851, PPU: cycle 166, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 854, PPU: cycle 175, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 858, PPU: cycle 187, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 861, PPU: cycle 196, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 865, PPU: cycle 208, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 868, PPU: cycle 217, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 872, PPU: cycle 229, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 875, PPU: cycle 238, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 879, PPU: cycle 250, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 882, PPU: cycle 259, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 886, PPU: cycle 271, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 889, PPU: cycle 280, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 893, PPU: cycle 292, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 896, PPU: cycle 301, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 900, PPU: cycle 313, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 903, PPU: cycle 322, scanline 7
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 907, PPU: cycle 334, scanline 7
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 910, PPU: cycle 2, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 914, PPU: cycle 14, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 917, PPU: cycle 23, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 921, PPU: cycle 35, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 924, PPU: cycle 44, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 928, PPU: cycle 56, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 931, PPU: cycle 65, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 935, PPU: cycle 77, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 938, PPU: cycle 86, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 942, PPU: cycle 98, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 945, PPU: cycle 107, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 949, PPU: cycle 119, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 952, PPU: cycle 128, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 956, PPU: cycle 140, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 959, PPU: cycle 149, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 963, PPU: cycle 161, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 966, PPU: cycle 170, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 970, PPU: cycle 182, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 973, PPU: cycle 191, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 977, PPU: cycle 203, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 980, PPU: cycle 212, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 984, PPU: cycle 224, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 987, PPU: cycle 233, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 991, PPU: cycle 245, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 994, PPU: cycle 254, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 998, PPU: cycle 266, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1001, PPU: cycle 275, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1005, PPU: cycle 287, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1008, PPU: cycle 296, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1012, PPU: cycle 308, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1015, PPU: cycle 317, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1019, PPU: cycle 329, scanline 8
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1022, PPU: cycle 338, scanline 8
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1026, PPU: cycle 9, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1029, PPU: cycle 18, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1033, PPU: cycle 30, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1036, PPU: cycle 39, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1040, PPU: cycle 51, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1043, PPU: cycle 60, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1047, PPU: cycle 72, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1050, PPU: cycle 81, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1054, PPU: cycle 93, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1057, PPU: cycle 102, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1061, PPU: cycle 114, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1064, PPU: cycle 123, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1068, PPU: cycle 135, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1071, PPU: cycle 144, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1075, PPU: cycle 156, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1078, PPU: cycle 165, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1082, PPU: cycle 177, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1085, PPU: cycle 186, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1089, PPU: cycle 198, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1092, PPU: cycle 207, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1096, PPU: cycle 219, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1099, PPU: cycle 228, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1103, PPU: cycle 240, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1106, PPU: cycle 249, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1110, PPU: cycle 261, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1113, PPU: cycle 270, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1117, PPU: cycle 282, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1120, PPU: cycle 291, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1124, PPU: cycle 303, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1127, PPU: cycle 312, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1131, PPU: cycle 324, scanline 9
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1134, PPU: cycle 333, scanline 9
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1138, PPU: cycle 4, scanline 10
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1141, PPU: cycle 13, scanline 10
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1145, PPU: cycle 25, scanline 10
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1148, PPU: cycle 34, scanline 10
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1152, PPU: cycle 46, scanline 10
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1155, PPU: cycle 55, scanline 10
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1159, PPU: cycle 67, scanline 10
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 1162, PPU: cycle 76, scanline 10
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 1166, PPU: cycle 88, scanline 10
